timestamp,Node 4,Node 5,Node 6,Node 7
0.01,,,1.0208951954045038,
0.02,,,1.0209461298227247,
0.03,,,1.0288998979492612,
0.04,,,1.0133799879610808,
0.05,,,1.006424363775043,
0.060000000000000005,,,1.0217803090684416,
0.07,,,1.025753869112859,
0.08,,,1.029778131443856,
0.09,,,1.033751904472248,
0.09999999999999999,,,1.0332565025200664,
0.10999999999999999,,,1.0248721871531103,
0.11999999999999998,,,1.0208951954045038,
0.12999999999999998,,,1.028483835556009,
0.13999999999999999,,,1.0320130813124415,
0.15,,,1.0284332744519695,
0.16,,,1.0245052464482551,
0.17,,,1.0205268247331867,
0.18000000000000002,,,1.0204758693864349,
0.19000000000000003,,,1.0320634670406659,
0.20000000000000004,,,1.0121635243378415,
0.21000000000000005,,,1.0125191356216434,
0.22000000000000006,,,1.0169183841390617,
0.23000000000000007,,,1.006424363775043,
0.24000000000000007,,,1.029778131443856,
0.25000000000000006,,,1.0333068276170443,
0.26000000000000006,,,1.0297276338916033,
0.2700000000000001,,,1.0252702082865766,
0.2800000000000001,,,1.0248721871531103,
0.2900000000000001,,,1.0249229239313558,
0.3000000000000001,,,1.0244544889842593,
0.3100000000000001,,,1.0208951954045038,
0.3200000000000001,,,1.0288493572919215,
0.3300000000000001,,,1.0125191356216434,
0.34000000000000014,,,1.0081840109821223,
0.35000000000000014,,,1.0085410254421978,
0.36000000000000015,,,1.0125191356216434,
0.37000000000000016,,,1.0121121479361859,
0.38000000000000017,,,1.005947314723788,
0.3900000000000002,,,1.029692672597023,
0.4000000000000002,,,1.0297276338916033,
0.4100000000000002,,,1.0297276338916033,
0.4200000000000002,,,1.025753869112859,
0.4300000000000002,,,1.025305320380227,
0.4400000000000002,,,1.0252702082865766,
0.45000000000000023,,,1.0222108393086038,
0.46000000000000024,,,1.0222108393086038,
0.47000000000000025,,,1.0217450758383912,
0.48000000000000026,,,1.0222108393086038,
0.49000000000000027,,,1.0292808168813794,
0.5000000000000002,,,1.0129062148096437,
0.5100000000000002,,,1.0129062148096437,
0.5200000000000002,,,1.0059831012497178,
0.5300000000000002,,,1.0288493572919215,
0.5400000000000003,,,1.0328267037601226,
0.5500000000000003,,,1.0213300152252454,
0.5600000000000003,,,1.0482165806740513,
0.5700000000000003,,,1.0288998979492612,
0.5800000000000003,,,1.0245052464482551,
0.5900000000000003,,,1.0204758693864349,
0.6000000000000003,,,1.0213300152252454,
0.6100000000000003,,,1.0341619795757335,
0.6200000000000003,,,1.017806956156225,
0.6300000000000003,,,1.017806956156225,
